,price,sq_area,furinture,BHK,location,bathrooms
610," 18,000 ",1100 ,Unfurnished,2 BHK Apartment,"Vijaya Nagar Colony, Hyderabad",No Deposit2 bathrooms
611," 20,000 ",1350 ,Unfurnished,3 BHK Apartment,"Vijaya Nagar Colony, Hyderabad",No Deposit3 bathroomsEast facing
612," 60,000 ",1206 ,Semi-Furnished,3 BHK Apartment in Prestige High Fields,"Gachibowli, Hyderabad",No Deposit3 bathroomsWest facing
613," 25,000 ",1700 ,Unfurnished,3 BHK Independent Floor,"Vijaya Nagar Colony, Hyderabad",No Deposit2 bathroomsNorth facing
614," 17,000 ",1050 ,Unfurnished,2 BHK Apartment,"Mehdipatnam, Hyderabad",No Deposit2 bathrooms
615," 29,000 ",1450 ,Semi-Furnished,3 BHK Independent Floor,"Banjara Hills, Hyderabad",No Deposit3 bathroomsWest facing
616," 32,000 ",1283 ,Unfurnished,2 BHK Apartment,"Gachibowli, Hyderabad",No Deposit2 bathroomsEast facing
617, 1.8 L,3400 ,Furnished,3 BHK Apartment in My Home Bhooja,"Madhapur, Hyderabad",No Deposit3 bathroomsWest facing
618," 10,000 ",750 ,Unfurnished,2 BHK Independent Floor,"Masab Tank, Hyderabad",No Deposit1 bathrooms
619," 12,000 ",900 ,Unfurnished,2 BHK Independent Floor,"Masab Tank, Hyderabad",No Deposit1 bathroomsNorth facing
620," 65,000 ",1750 ,Furnished,3 BHK Apartment,"Banjara Hills, Hyderabad",No Deposit3 bathrooms
621," 55,000 ",1750 ,Furnished,3 BHK Apartment,"Begumpet, Hyderabad",No Deposit3 bathrooms
622," 55,000 ",2200 ,Semi-Furnished,3 BHK Apartment,"Jubilee Hills, Hyderabad",No Deposit2 bathroomsNorthWest facing
623," 45,000 ",2500 ,Semi-Furnished,3 BHK Apartment,"Banjara Hills, Hyderabad",No Deposit3 bathroomsNorthEast facing
624," 16,700 ",1350 ,Unfurnished,3 BHK Independent Floor,"Lakdikapul, Hyderabad",No Deposit2 bathroomsNorth facing
625," 45,000 ",2200 ,Semi-Furnished,3 BHK Apartment in Aakriti CRR Lakeside Ville,"Tellapur, Hyderabad",No Deposit3 bathroomsWest facing
626," 63,000 ",1435 ,Semi-Furnished,3 BHK Apartment in GM Infinite Smondoville,"Gachibowli, Hyderabad",No Deposit3 bathroomsEast facing
627," 60,000 ",1798 ,Furnished,3 BHK Apartment in My Home Mangala,"Kondapur, Hyderabad",No Deposit3 bathroomsWest facing
628," 68,000 ",1945 ,Semi-Furnished,3 BHK Apartment in Vishnu Vistara,"Hitech City, Hyderabad",No Deposit3 bathroomsEast facing
629," 49,000 ",1650 ,Semi-Furnished,3 BHK Apartment in Cybercity Marina Skies,"Hitech City, Hyderabad",No Deposit3 bathroomsEast facing
630," 50,000 ",1850 ,Semi-Furnished,3 BHK Apartment in Aparna Sarovar Zenith,"Nallagandla Gachibowli, Hyderabad",No Deposit3 bathroomsEast facing
631," 38,000 ",1100 ,Semi-Furnished,2 BHK Apartment in Aparna Sarovar Zenith,"Nallagandla Gachibowli, Hyderabad",No Deposit2 bathroomsWest facing
632," 48,000 ",1200 ,Furnished,2 BHK Apartment in Indis One City,"Kukatpally, Hyderabad",No Deposit2 bathroomsWest facing
633," 32,000 ",1283 ,Unfurnished,2 BHK Apartment in Prestige High Fields,"Gachibowli, Hyderabad",No Deposit2 bathroomsEast facing
634," 45,000 ",1100 ,Semi-Furnished,3 BHK Apartment in Prestige High Fields,"Gachibowli, Hyderabad",No Deposit2 bathroomsEast facing
635," 45,000 ",1800 ,Semi-Furnished,3 BHK Apartment in Aditya Imperial Heights,"Kukatpally, Hyderabad",No Deposit3 bathroomsEast facing
636," 34,000 ",878 ,Semi-Furnished,2 BHK Apartment in Cybercity Marina Skies,"Hitech City, Hyderabad",No Deposit2 bathroomsEast facing
637," 38,000 ",1800 ,Semi-Furnished,3 BHK Apartment in Indis One City,"Kukatpally, Hyderabad",No Deposit3 bathroomsEast facing
638," 37,000 ",1000 ,Semi-Furnished,2 BHK Apartment,"Chandanagar, Hyderabad",No Deposit2 bathroomsWest facing
639," 47,000 ",1018 ,Semi-Furnished,2 BHK Apartment in Prestige High Fields,"Gachibowli, Hyderabad",No Deposit2 bathroomsWest facing
640," 69,000 ",1366 ,Semi-Furnished,3 BHK Apartment in Prestige High Fields,"Gachibowli, Hyderabad",No Deposit3 bathroomsEast facing
641," 59,000 ",1900 ,Semi-Furnished,3 BHK Apartment in Vishnu Vistara,"Hitech City, Hyderabad",No Deposit3 bathroomsEast facing
642," 23,000 ",1100 ,Semi-Furnished,2 BHK Apartment,"Lakdikapul, Hyderabad",No Deposit2 bathroomsNorth facing
643," 20,000 ",1200 ,Semi-Furnished,2 BHK Apartment,"Himayat Nagar, Hyderabad",No Deposit2 bathroomsEast facing
644," 55,000 ",2100 ,Semi-Furnished,3 BHK Apartment in Lanco Hills Apartments,"Manikonda, Hyderabad",No Deposit3 bathroomsEast facing
645," 60,000 ",1945 ,Furnished,3 BHK Apartment in Phoenix Golfedge Residences,"Gachibowli, Hyderabad",No Deposit3 bathroomsNorth facing
646, 1.5 L,4500 ,Furnished,4 BHK Villa in Jayabheri The Meadows,"Gachibowli, Hyderabad",No Deposit4 bathrooms
647," 30,000 ",1800 ,Semi-Furnished,3 BHK Apartment in SV DD Colony,"Nallakunta, Hyderabad",No Deposit3 bathroomsEast facing
648," 59,000 ",1945 ,Semi-Furnished,3 BHK Apartment in Vishnu Vistara,"Hitech City, Hyderabad",No Deposit3 bathroomsEast facing
649," 25,000 ",1400 ,Semi-Furnished,3 BHK Apartment,"Toli Chowki, Hyderabad",No Deposit2 bathroomsEast facing
650," 23,000 ",1200 ,Semi-Furnished,2 BHK Apartment,"Miyapur, Hyderabad",No Deposit2 bathroomsEast facing
651," 37,000 ",1515 ,Semi-Furnished,3 BHK Apartment in Sunshine S Ecopolis,"Kokapet, Hyderabad",No Deposit3 bathroomsWest facing
652," 39,000 ",3000 ,Furnished,2 BHK Independent House,"Madhapur, Hyderabad",No Deposit2 bathroomsEast facing
653," 27,000 ",1400 ,Semi-Furnished,2 BHK Apartment,"Bachupally, Hyderabad",No Deposit2 bathroomsEast facing
654," 14,000 ",700 ,Semi-Furnished,1 BHK Apartment,"Kondapur, Hyderabad",No Deposit1 bathroomsNorthEast facing
655, 2.9 L,6000 ,Furnished,6 BHK Independent House,"Banjara Hills, Hyderabad",No Deposit6 bathrooms
656," 39,000 ",1950 ,Semi-Furnished,3 BHK Villa,"Hitech City, Hyderabad",No Deposit2 bathroomsEast facing
657," 59,000 ",1345 ,Semi-Furnished,3 BHK Apartment in Cybercity Marina Skies,"Hitech City, Hyderabad",No Deposit3 bathroomsEast facing
658," 44,000 ",3000 ,Semi-Furnished,4 BHK Apartment in Aakriti CRR Lakeside Ville,"Tellapur, Hyderabad",No Deposit4 bathroomsWest facing
659," 60,000 ",2000 ,Semi-Furnished,3 BHK Apartment in Cybercity Marina Skies,"Hitech City, Hyderabad",No Deposit3 bathroomsEast facing
660," 11,000 ",900 ,Unfurnished,2 BHK Independent House,"Mehdipatnam, Hyderabad",No Deposit2 bathroomsEast facing
661," 15,000 ",1350 ,Unfurnished,3 BHK Independent Floor,"Vijaya Nagar Colony, Hyderabad",No Deposit2 bathroomsWest facing
662," 34,000 ",1275 ,Semi-Furnished,2 BHK Apartment,"Kukatpally, Hyderabad",No Deposit2 bathroomsNorth facing
663," 34,000 ",1600 ,Semi-Furnished,3 BHK Independent Floor,"Kondapur, Hyderabad",No Deposit3 bathroomsNorth facing
664," 34,000 ",1000 ,Semi-Furnished,2 BHK Apartment in Cybercity Marina Skies,"Hitech City, Hyderabad",No Deposit2 bathroomsEast facing
665," 49,000 ",1600 ,Semi-Furnished,3 BHK Apartment in My Home Mangala,"Kondapur, Hyderabad",No Deposit3 bathroomsEast facing
666," 49,000 ",1648 ,Furnished,3 BHK Apartment in My Home Mangala,"Kondapur, Hyderabad",No Deposit2 bathroomsEast facing
667," 44,000 ",1650 ,Semi-Furnished,3 BHK Apartment in Velkore Pinnacle,"Kondapur, Hyderabad",No Deposit3 bathroomsEast facing
668," 47,999 ",1492 ,Semi-Furnished,3 BHK Apartment in Prestige High Fields,"Gachibowli, Hyderabad",No Deposit2 bathroomsWest facing
669," 54,000 ",1715 ,Semi-Furnished,3 BHK Apartment,"Kondapur, Hyderabad",No Deposit3 bathroomsEast facing
670," 54,000 ",1715 ,Semi-Furnished,3 BHK Apartment,"Kondapur, Hyderabad",No Deposit3 bathroomsEast facing
671," 51,000 ",2300 ,Semi-Furnished,3 BHK Apartment,"Kokapet, Hyderabad",No Deposit3 bathroomsEast facing
672," 89,000 ",3600 ,Semi-Furnished,4 BHK Independent Floor,"Madhapur, Hyderabad",No Deposit4 bathroomsNorth facing
673," 13,000 ",1300 ,Unfurnished,3 BHK Apartment in Janapriya Janapriya Arcadia,"Kowkur, Hyderabad",No Deposit3 bathroomsWest facing
674," 34,000 ",1250 ,Semi-Furnished,2 BHK Apartment in Cybercity Marina Skies,"Hitech City, Hyderabad",No Deposit2 bathroomsEast facing
675," 54,000 ",2200 ,Furnished,3 BHK Apartment in Lodha Meridian,"Kukatpally, Hyderabad",No Deposit2 bathroomsEast facing
676," 79,000 ",4000 ,Semi-Furnished,3 BHK Independent Floor,"Kukatpally, Hyderabad",No Deposit3 bathroomsEast facing
677," 28,000 ",1265 ,Semi-Furnished,2 BHK Apartment in Aparna Hill Park Silver Oaks,"Chandanagar, Hyderabad",No Deposit2 bathroomsWest facing
678," 45,000 ",1800 ,Semi-Furnished,3 BHK Apartment in Lansum Etania,"Nanakramguda, Hyderabad",No Deposit3 bathroomsEast facing
679," 45,000 ",1470 ,Semi-Furnished,3 BHK Apartment in Prestige High Fields,"Gachibowli, Hyderabad",No Deposit2 bathroomsNorthEast facing
680," 45,000 ",2100 ,Semi-Furnished,3 BHK Apartment in Rajapushpa Atria,"Kokapet, Hyderabad",No Deposit3 bathroomsEast facing
681," 5,500 ",350 ,Unfurnished,1 RK Studio Apartment,"Amberpet, Hyderabad",No Deposit1 bathroomsNorth facing
682," 75,000 ",4500 ,Semi-Furnished,5 BHK Villa,"Narsingi, Hyderabad",No Deposit4 bathroomsWest facing
683," 17,000 ",720 ,Furnished,1 BHK Apartment,"Kondapur, Hyderabad",No Deposit1 bathroomsNorthEast facing
684," 8,350 ",1000 ,Unfurnished,1 RK Studio Apartment,"Bolarum, Hyderabad",No Deposit1 bathrooms
685," 14,000 ",700 ,Semi-Furnished,1 BHK Apartment in Reputed Builder Sri Lakshmi Nilayam,"Malkajgiri, Hyderabad",No Deposit1 bathroomsNorthEast facing
686," 44,000 ",2000 ,Semi-Furnished,3 BHK Apartment in Aakriti CRR Lakeside Ville,"Tellapur, Hyderabad",No Deposit3 bathroomsEast facing
687," 44,000 ",1900 ,Semi-Furnished,3 BHK Apartment in Aakriti CRR Lakeside Ville,"Tellapur, Hyderabad",No Deposit3 bathroomsEast facing
688," 89,000 ",4000 ,Semi-Furnished,3 BHK Independent House,"Kukatpally, Hyderabad",No Deposit3 bathroomsEast facing
689," 35,000 ",1530 ,Semi-Furnished,3 BHK Apartment in Praneeth APR Pranav Antilia,"Bachupally, Hyderabad",No Deposit3 bathroomsEast facing
690," 80,000 ",3600 ,Semi-Furnished,4 BHK Apartment in Mantri Euphoria,"Narsingi, Hyderabad",No Deposit4 bathroomsWest facing
691," 60,000 ",2600 ,Semi-Furnished,3 BHK Apartment in Telugu Film Movie Towers,"Kokapet, Hyderabad",No Deposit3 bathroomsEast facing
692," 55,000 ",2600 ,Semi-Furnished,4 BHK Apartment in Aakriti ARV Viva,"Tellapur, Hyderabad",No Deposit4 bathroomsWest facing
693," 30,000 ",2600 ,Semi-Furnished,4 BHK Apartment in Poulomi Indus Crest,"Tellapur, Hyderabad",No Deposit4 bathroomsEast facing
694," 11,500 ",700 ,Semi-Furnished,1 BHK Apartment,"Kondapur, Hyderabad",No Deposit1 bathroomsNorthEast facing
695," 12,000 ",710 ,Semi-Furnished,1 BHK Apartment in Shri Krishna Residency,"Abids, Hyderabad",No Deposit1 bathroomsNorthEast facing
696," 18,000 ",1150 ,Semi-Furnished,2 BHK Apartment in Reputed Builder Sri Lakshmi Nilayam,"Malkajgiri, Hyderabad",No Deposit2 bathroomsNorthEast facing
697," 26,000 ",1800 ,Semi-Furnished,3 BHK Apartment,"Kondapur, Hyderabad",No Deposit3 bathroomsNorthEast facing
698," 18,000 ",1250 ,Semi-Furnished,2 BHK Apartment,"Kondapur, Hyderabad",No Deposit2 bathroomsNorthEast facing
699," 55,000 ",1650 ,Semi-Furnished,3 BHK Apartment in Lanco Hills Apartments,"Manikonda, Hyderabad",No Deposit3 bathroomsNorthEast facing
700," 44,000 ",1700 ,Semi-Furnished,3 BHK Independent Floor,"Kukatpally, Hyderabad",No Deposit3 bathroomsEast facing
701," 60,000 ",2200 ,Semi-Furnished,3 BHK Apartment in My Home Krishe,"Gachibowli, Hyderabad",No Deposit3 bathroomsNorthEast facing
702," 50,000 ",2200 ,Semi-Furnished,3 BHK Apartment in Telugu Film Movie Towers,"Kokapet, Hyderabad",No Deposit3 bathroomsNorthEast facing
703," 45,000 ",2650 ,Semi-Furnished,3 BHK Apartment in Reliance Jubilee,"Shaikpet, Hyderabad",No Deposit3 bathroomsNorthEast facing
704," 55,000 ",2650 ,Furnished,4 BHK Apartment in Aakriti ARV Viva,"Tellapur, Hyderabad",No Deposit4 bathroomsNorthEast facing
705," 30,000 ",1250 ,Semi-Furnished,4 BHK Apartment in Poulomi Indus Crest,"Tellapur, Hyderabad",No Deposit4 bathroomsNorthEast facing
706," 60,000 ",2100 ,Semi-Furnished,3 BHK Apartment in Telugu Film Movie Towers,"Kokapet, Hyderabad",No Deposit3 bathroomsNorthEast facing
707," 50,000 ",1750 ,Semi-Furnished,3 BHK Apartment in Vishnu Vistara,"Hitech City, Hyderabad",No Deposit3 bathroomsNorthEast facing
708," 85,000 ",3550 ,Semi-Furnished,4 BHK Apartment in Magna Majestic Meadows,"Kollur, Hyderabad",No Deposit4 bathroomsNorthEast facing
709," 90,000 ",3500 ,Furnished,3 BHK Apartment in Radhey Sancia,"Tellapur, Hyderabad",No Deposit3 bathroomsNorthEast facing
710," 55,000 ",1850 ,Semi-Furnished,3 BHK Apartment in My Home Avatar,"Manikonda, Hyderabad",No Deposit3 bathroomsNorthEast facing
711," 9,000 ",600 ,Unfurnished,1 BHK Apartment,"Puppalaguda, Hyderabad",No Deposit1 bathrooms
712, 1.6 L,5000 ,Semi-Furnished,4 BHK Villa in Jayabheri The Meadows,"Gachibowli, Hyderabad",No Deposit4 bathrooms
713," 12,500 ",1200 ,Unfurnished,2 BHK Apartment,"Meerpet, Hyderabad",No Deposit2 bathrooms
714," 45,000 ",2200 ,Semi-Furnished,3 BHK Apartment in Reliance Jubilee,"Shaikpet, Hyderabad",No Deposit3 bathrooms
715," 60,000 ",2400 ,Semi-Furnished,3 BHK Apartment in Jayabheri The Summit,"Narsingi, Hyderabad",No Deposit3 bathroomsEast facing
716," 80,000 ",3800 ,Semi-Furnished,4 BHK Apartment in Mantri Euphoria,"Narsingi, Hyderabad",No Deposit4 bathroomsWest facing
717," 60,000 ",2800 ,Semi-Furnished,3 BHK Apartment in Telugu Film Movie Towers,"Kokapet, Hyderabad",No Deposit3 bathroomsEast facing
718," 55,000 ",2600 ,Semi-Furnished,3 BHK Apartment in Northstar District 1,"Nanakramguda, Hyderabad",No Deposit3 bathroomsEast facing
719," 55,000 ",2600 ,Semi-Furnished,4 BHK Apartment in Aakriti ARV Viva,"Tellapur, Hyderabad",No Deposit4 bathroomsWest facing
720," 30,000 ",2600 ,Semi-Furnished,4 BHK Apartment in Poulomi Indus Crest,"Tellapur, Hyderabad",No Deposit4 bathroomsEast facing
721," 18,000 ",1350 ,Semi-Furnished,2 BHK Apartment,"Kondapur, Hyderabad",No Deposit2 bathroomsNorthEast facing
722," 16,000 ",800 ,Semi-Furnished,1 BHK Apartment,"Kondapur, Hyderabad",No Deposit1 bathroomsNorthEast facing
723," 9,000 ",700 ,Unfurnished,1 BHK Apartment,"Kondapur, Hyderabad",No Deposit1 bathroomsNorthEast facing
724," 14,000 ",780 ,Semi-Furnished,1 BHK Apartment,"Kondapur, Hyderabad",No Deposit1 bathroomsNorthEast facing
725," 8,000 ",750 ,Unfurnished,1 BHK Apartment,"Meerpet, Hyderabad",No Deposit1 bathrooms
726," 13,000 ",150 ,Semi-Furnished,1 RK Studio Apartment,"Alwal, Hyderabad",No Deposit1 bathrooms
727," 14,000 ",150 ,Furnished,1 RK Studio Apartment,"Alwal, Hyderabad",No Deposit1 bathrooms
728," 40,000 ",1980 ,Semi-Furnished,3 BHK Villa in Vasudeva Bloomfield Ecstasy,"Gopanpally, Hyderabad",No Deposit3 bathroomsEast facing
729," 13,000 ",720 ,Semi-Furnished,1 BHK Apartment,"Kondapur, Hyderabad",No Deposit1 bathroomsNorthEast facing
730," 27,000 ",2500 ,Semi-Furnished,3 BHK Independent House,"LB Nagar, Hyderabad",No Deposit3 bathrooms
731," 90,000 ",3600 ,Unfurnished,4 BHK Villa,"Tellapur, Hyderabad",No Deposit6 bathrooms
732," 60,000 ",1993 ,Furnished,3 BHK Apartment in Prestige High Fields,"Gachibowli, Hyderabad",No Deposit3 bathroomsNorthEast facing
733, 1.5 L,4800 ,Furnished,4 BHK Villa,"Kokapet, Hyderabad",No Deposit4 bathroomsNorthEast facing
734, 1.5 L,4600 ,Furnished,3 BHK Villa in Namaha Lakewood,"Kismatpur, Hyderabad",No Deposit4 bathroomsEast facing
735, 2.75 L,4300 ,Furnished,4 BHK Apartment in Namitha Isle,"Banjara Hills, Hyderabad",No Deposit4 bathroomsNorthEast facing
736," 23,000 ",1400 ,Semi-Furnished,2 BHK Apartment,"Kondapur, Hyderabad",No Deposit2 bathroomsNorthEast facing
737, 3 L,6000 ,Semi-Furnished,4 BHK Villa in Ektha Highland Park,"Nanakramguda, Hyderabad",No Deposit5 bathroomsEast facing
738, 1.3 L,4000 ,Semi-Furnished,4 BHK Villa in Green Mark Mayfair Villas,"Gopanpally, Hyderabad",No Deposit4 bathroomsWest facing
739," 24,500 ",1350 ,Semi-Furnished,2 BHK Apartment,"Bandlaguda Jagir, Hyderabad",No Deposit3 bathrooms
740, 3 L,5000 ,Semi-Furnished,4 BHK Villa,"Nanakramguda, Hyderabad",No Deposit6 bathrooms
741," 50,000 ",1492 ,Unfurnished,3 BHK Apartment in Prestige High Fields,"Gachibowli, Hyderabad",No Deposit2 bathroomsWest facing
742," 50,000 ",1492 ,Unfurnished,3 BHK Apartment in Prestige High Fields,"Gachibowli, Hyderabad",No Deposit2 bathroomsWest facing
743," 38,000 ",1800 ,Semi-Furnished,3 BHK Apartment in IVR Hill Ridge Springs,"Gachibowli, Hyderabad",No Deposit3 bathrooms
744, 3 L,7000 ,Semi-Furnished,4 BHK Villa,"Gachibowli, Hyderabad",No Deposit5 bathrooms
745, 3.25 L,5200 ,Semi-Furnished,4 BHK Villa in Jayabheri Temple Tree,"Nanakramguda, Hyderabad",No Deposit5 bathroomsEast facing
746," 9,000 ",900 ,Semi-Furnished,1 BHK Apartment,"Aminpur, Hyderabad",No Deposit1 bathroomsNorth facing
747," 85,000 ",4500 ,Semi-Furnished,4 BHK Villa,"Kokapet, Hyderabad",No Deposit4 bathroomsEast facing
748, 1.19 L,3500 ,Semi-Furnished,4 BHK Villa,"Hitech City, Hyderabad",No Deposit5 bathrooms
749," 35,000 ",1560 ,Semi-Furnished,3 BHK Apartment in Ramky Ramky One Kosmos,"Nallagandla Gachibowli, Hyderabad",No Deposit3 bathroomsEast facing
750," 50,000 ",2540 ,Unfurnished,4 BHK Apartment in Ashoka Liviano,"Narsingi, Hyderabad",No Deposit4 bathroomsWest facing
751," 15,000 ",1200 ,Unfurnished,1 BHK Apartment,"Rambagh Colony, Hyderabad",No Deposit2 bathrooms
752," 8,800 ",800 ,Semi-Furnished,1 RK Studio Apartment,"Bolarum, Hyderabad",No Deposit1 bathrooms
753," 11,000 ",1150 ,Semi-Furnished,1 BHK Independent House,"Bolarum, Hyderabad",No Deposit2 bathrooms
754," 15,400 ",1150 ,Semi-Furnished,1 BHK Independent House,"Bolarum, Hyderabad",No Deposit2 bathrooms
755," 10,000 ",1000 ,Semi-Furnished,1 BHK Apartment,"Bolarum, Hyderabad",No Deposit2 bathrooms
756," 12,000 ",900 ,Unfurnished,2 BHK Apartment,"Borabanda, Hyderabad",No Deposit2 bathrooms
757," 16,500 ",1050 ,Semi-Furnished,2 BHK Apartment,"Rani Gunj, Hyderabad",No Deposit2 bathrooms
758," 22,000 ",1100 ,Semi-Furnished,2 BHK Apartment,"West Marredpally, Hyderabad",No Deposit2 bathroomsNorth facing
759," 60,000 ",3500 ,Semi-Furnished,5 BHK Independent House,"Mahendra Hills, Hyderabad",No Deposit4 bathroomsEast facing
760," 20,000 ",1200 ,Semi-Furnished,2 BHK Apartment in Saket Pranaam,"Sainikpuri, Hyderabad",No Deposit2 bathroomsEast facing
761," 95,000 ",3500 ,Furnished,4 BHK Villa in Manjeera Purple Town,"Gopanpally, Hyderabad",No Deposit5 bathroomsWest facing
762," 28,000 ",1500 ,Semi-Furnished,3 BHK Apartment in Aparna Cyber Commune,"Nallagandla Gachibowli, Hyderabad",No Deposit3 bathroomsEast facing
763," 38,000 ",1800 ,Semi-Furnished,3 BHK Apartment in IVR Hill Ridge Springs,"Gachibowli, Hyderabad",No Deposit3 bathroomsWest facing
764, 1.5 L,5000 ,Semi-Furnished,5 BHK Villa in Aparna Shangri La,"Gachibowli, Hyderabad",No Deposit6 bathrooms
765," 13,000 ",650 ,Semi-Furnished,1 BHK Apartment,"Kondapur, Hyderabad",No Deposit1 bathroomsNorthEast facing
766," 18,000 ",680 ,Furnished,1 BHK Apartment in Shri Krishna Residency,"Abids, Hyderabad",No Deposit1 bathroomsNorthEast facing
767," 14,000 ",680 ,Semi-Furnished,1 BHK Apartment,"Kondapur, Hyderabad",No Deposit1 bathroomsNorthEast facing
768," 14,000 ",700 ,Semi-Furnished,1 BHK Apartment,"Kondapur, Hyderabad",No Deposit1 bathroomsNorthEast facing
769, 4 L,5500 ,Semi-Furnished,4 BHK Villa in Sri Aditya Casa Grande,"Gandipet, Hyderabad",No Deposit5 bathrooms
770," 8,000 ",200 ,Unfurnished,1 BHK Independent House,"Kachiguda, Hyderabad",No Deposit1 bathrooms
771," 7,800 ",600 ,Unfurnished,1 BHK Apartment,"Kachiguda, Hyderabad",No Deposit1 bathroomsEast facing
772," 3,500 ",300 ,Unfurnished,1 RK Studio Apartment,"Nallakunta, Hyderabad",No Deposit1 bathroomsNorth facing
773," 15,000 ",900 ,Unfurnished,2 BHK Apartment,"Kachiguda, Hyderabad",No Deposit2 bathroomsEast facing
774," 55,000 ",1900 ,Furnished,3 BHK Apartment in Rajapushpa Regalia,"Kokapet, Hyderabad",No Deposit3 bathroomsEast facing
775, 1 L,3000 ,Semi-Furnished,3 BHK Independent Floor,"Jubilee Hills, Hyderabad",No Deposit3 bathroomsNorth facing
776, 1.7 L,4000 ,Furnished,4 BHK Villa,"Jubilee Hills, Hyderabad",No Deposit4 bathrooms
777, 3 L,5500 ,Semi-Furnished,4 BHK Villa in Sri Aditya Casa Grande,"Gandipet, Hyderabad",No Deposit5 bathrooms
778, 2.75 L,6500 ,Semi-Furnished,4 BHK Villa in Ektha Highland Park,"Nanakramguda, Hyderabad",No Deposit5 bathroomsEast facing
779, 2.49 L,6000 ,Semi-Furnished,4 BHK Villa,"Gandipet, Hyderabad",No Deposit5 bathrooms
780," 12,100 ",600 ,Unfurnished,1 RK Studio Apartment,"Hafeezpet, Hyderabad",No Deposit1 bathrooms
781," 9,500 ",250 ,Semi-Furnished,1 BHK Independent House,"LB Nagar, Hyderabad",No Deposit1 bathrooms
782," 28,000 ",2626 ,Semi-Furnished,3 BHK Villa in  Sujatha Homes,"Miyapur, Hyderabad",No Deposit3 bathroomsEast facing
783," 55,000 ",3500 ,Unfurnished,3 BHK Villa,"Manikonda, Hyderabad",No Deposit1 bathroomsNorthEast facing
784," 10,700 ",1200 ,Unfurnished,1 BHK Independent House,"Gurram Guda, Hyderabad",No Deposit2 bathrooms
785," 18,000 ",1100 ,Semi-Furnished,1 BHK Independent House,"Begumpet, Hyderabad",No Deposit2 bathrooms
786," 6,100 ",500 ,Unfurnished,1 BHK Independent House,"Madhura Nagar, Hyderabad",No Deposit1 bathrooms
787," 12,000 ",1200 ,Semi-Furnished,1 RK Studio Apartment,"Hastinapuram, Hyderabad",No Deposit2 bathrooms
788," 12,250 ",900 ,Semi-Furnished,1 BHK Independent House,"West Marredpally, Hyderabad",No Deposit2 bathrooms
789," 5,600 ",500 ,Unfurnished,1 BHK Independent House,"Balanagar, Hyderabad",No Deposit1 bathrooms
790," 8,800 ",850 ,Furnished,1 RK Studio Apartment,"Miyapur, Hyderabad",No Deposit1 bathrooms
791," 33,500 ",1100 ,Semi-Furnished,1 BHK Independent House,"Banjara Hills, Hyderabad",No Deposit1 bathrooms
792," 40,000 ",1470 ,Semi-Furnished,2 BHK Independent House,"Gachibowli, Hyderabad",No Deposit3 bathrooms
793," 22,500 ",1400 ,Semi-Furnished,1 BHK Independent House,"Puppalaguda, Hyderabad",No Deposit2 bathrooms
794," 13,200 ",1000 ,Unfurnished,1 BHK Independent House,"Bolarum, Hyderabad",No Deposit2 bathrooms
795," 10,000 ",800 ,Unfurnished,1 BHK Independent House,"Bolarum, Hyderabad",No Deposit2 bathrooms
796," 6,500 ",1000 ,Unfurnished,1 RK Studio Apartment,"Bolarum, Hyderabad",No Deposit1 bathrooms
797," 13,500 ",1100 ,Unfurnished,1 BHK Independent House,"Bolarum, Hyderabad",No Deposit2 bathrooms
798," 14,500 ",1150 ,Unfurnished,1 BHK Independent House,"Old Bowenpally, Hyderabad",No Deposit2 bathrooms
799," 15,000 ",1100 ,Unfurnished,1 BHK Independent House,"Khairatabad Road, Hyderabad",No Deposit2 bathrooms
800," 40,000 ",1000 ,Furnished,1 BHK Independent House,"Gachibowli, Hyderabad",No Deposit2 bathrooms
801," 10,000 ",700 ,Unfurnished,1 BHK Independent House,"Malkajgiri, Hyderabad",No Deposit2 bathrooms
802," 16,500 ",1050 ,Semi-Furnished,1 BHK Independent House,"Bolarum, Hyderabad",No Deposit2 bathrooms
803," 22,000 ",1500 ,Semi-Furnished,1 BHK Independent House,"Rasoolpura, Hyderabad",No Deposit2 bathrooms
804," 30,000 ",1200 ,Semi-Furnished,1 BHK Independent House,"Begumpet, Hyderabad",No Deposit2 bathrooms
805, 2.6 L,7500 ,Unfurnished,5 BHK Independent House,"Banjara Hills, Hyderabad",No Deposit5 bathrooms
806, 2.5 L,6000 ,Unfurnished,5 BHK Independent House,"Banjara Hills, Hyderabad",No Deposit5 bathrooms
807," 8,500 ",250 ,Semi-Furnished,1 BHK Independent House,"LB Nagar, Hyderabad",No Deposit1 bathrooms
808, 3 L,8000 ,Semi-Furnished,5 BHK Independent House,"Madhapur, Hyderabad",No Deposit5 bathrooms
809, 1.99 L,6500 ,Furnished,6 BHK Villa in Lanco Hanging Gardens Villas,"Manikonda, Hyderabad",No Deposit8 bathrooms
810, 2.8 L,9000 ,Unfurnished,7 BHK Independent House,"Jubilee Hills, Hyderabad",No Deposit7 bathrooms
811, 1.4 L,4800 ,Semi-Furnished,4 BHK Villa,"Hitech City, Hyderabad",No Deposit5 bathrooms
812, 2 L,6000 ,Semi-Furnished,5 BHK Independent House,"Banjara Hills, Hyderabad",No Deposit5 bathroomsSouthWest facing
813," 35,500 ",1800 ,Semi-Furnished,2 BHK Independent House,"Karkhana, Hyderabad",No Deposit3 bathrooms
