,sq_area,furinture,Price_in_rupees,BHK_,House_Type,Location,Locality,No_of_Bathrooms,Facing
746,900,Semi-Furnished,9000,1,Apartment, Hyderabad,Aminpur,1,North facing
747,4500,Semi-Furnished,85000,4,Villa, Hyderabad,Kokapet,4,East facing
748,3500,Semi-Furnished,119000,4,Villa, Hyderabad,Hitech City,5,
749,1560,Semi-Furnished,35000,3,Apartment, Hyderabad,Nallagandla Gachibowli,3,East facing
750,2540,Unfurnished,50000,4,Apartment, Hyderabad,Narsingi,4,West facing
751,1200,Unfurnished,15000,1,Apartment, Hyderabad,Rambagh Colony,2,
752,800,Semi-Furnished,8800,1,Studio Apartment, Hyderabad,Bolarum,1,
753,1150,Semi-Furnished,11000,1,Independent House, Hyderabad,Bolarum,2,
754,1150,Semi-Furnished,15400,1,Independent House, Hyderabad,Bolarum,2,
755,1000,Semi-Furnished,10000,1,Apartment, Hyderabad,Bolarum,2,
756,900,Unfurnished,12000,2,Apartment, Hyderabad,Borabanda,2,
757,1050,Semi-Furnished,16500,2,Apartment, Hyderabad,Rani Gunj,2,
758,1100,Semi-Furnished,22000,2,Apartment, Hyderabad,West Marredpally,2,North facing
759,3500,Semi-Furnished,60000,5,Independent House, Hyderabad,Mahendra Hills,4,East facing
760,1200,Semi-Furnished,20000,2,Apartment, Hyderabad,Sainikpuri,2,East facing
761,3500,Furnished,95000,4,Villa, Hyderabad,Gopanpally,5,West facing
762,1500,Semi-Furnished,28000,3,Apartment, Hyderabad,Nallagandla Gachibowli,3,East facing
763,1800,Semi-Furnished,38000,3,Apartment, Hyderabad,Gachibowli,3,West facing
764,5000,Semi-Furnished,150000,5,Villa, Hyderabad,Gachibowli,6,
765,650,Semi-Furnished,13000,1,Apartment, Hyderabad,Kondapur,1,NorthEast facing
766,680,Furnished,18000,1,Apartment, Hyderabad,Abids,1,NorthEast facing
767,680,Semi-Furnished,14000,1,Apartment, Hyderabad,Kondapur,1,NorthEast facing
768,700,Semi-Furnished,14000,1,Apartment, Hyderabad,Kondapur,1,NorthEast facing
769,5500,Semi-Furnished,400000,4,Villa, Hyderabad,Gandipet,5,
770,200,Unfurnished,8000,1,Independent House, Hyderabad,Kachiguda,1,
771,600,Unfurnished,7800,1,Apartment, Hyderabad,Kachiguda,1,East facing
772,300,Unfurnished,3500,1,Studio Apartment, Hyderabad,Nallakunta,1,North facing
773,900,Unfurnished,15000,2,Apartment, Hyderabad,Kachiguda,2,East facing
774,1900,Furnished,55000,3,Apartment, Hyderabad,Kokapet,3,East facing
775,3000,Semi-Furnished,100000,3,Independent Floor, Hyderabad,Jubilee Hills,3,North facing
776,4000,Furnished,170000,4,Villa, Hyderabad,Jubilee Hills,4,
777,5500,Semi-Furnished,300000,4,Villa, Hyderabad,Gandipet,5,
778,6500,Semi-Furnished,275000,4,Villa, Hyderabad,Nanakramguda,5,East facing
779,6000,Semi-Furnished,249000,4,Villa, Hyderabad,Gandipet,5,
780,600,Unfurnished,12100,1,Studio Apartment, Hyderabad,Hafeezpet,1,
781,250,Semi-Furnished,9500,1,Independent House, Hyderabad,LB Nagar,1,
782,2626,Semi-Furnished,28000,3,Villa, Hyderabad,Miyapur,3,East facing
783,3500,Unfurnished,55000,3,Villa, Hyderabad,Manikonda,1,NorthEast facing
784,1200,Unfurnished,10700,1,Independent House, Hyderabad,Gurram Guda,2,
785,1100,Semi-Furnished,18000,1,Independent House, Hyderabad,Begumpet,2,
786,500,Unfurnished,6100,1,Independent House, Hyderabad,Madhura Nagar,1,
787,1200,Semi-Furnished,12000,1,Studio Apartment, Hyderabad,Hastinapuram,2,
788,900,Semi-Furnished,12250,1,Independent House, Hyderabad,West Marredpally,2,
789,500,Unfurnished,5600,1,Independent House, Hyderabad,Balanagar,1,
790,850,Furnished,8800,1,Studio Apartment, Hyderabad,Miyapur,1,
791,1100,Semi-Furnished,33500,1,Independent House, Hyderabad,Banjara Hills,1,
792,1470,Semi-Furnished,40000,2,Independent House, Hyderabad,Gachibowli,3,
793,1400,Semi-Furnished,22500,1,Independent House, Hyderabad,Puppalaguda,2,
794,1000,Unfurnished,13200,1,Independent House, Hyderabad,Bolarum,2,
795,800,Unfurnished,10000,1,Independent House, Hyderabad,Bolarum,2,
796,1000,Unfurnished,6500,1,Studio Apartment, Hyderabad,Bolarum,1,
797,1100,Unfurnished,13500,1,Independent House, Hyderabad,Bolarum,2,
798,1150,Unfurnished,14500,1,Independent House, Hyderabad,Old Bowenpally,2,
799,1100,Unfurnished,15000,1,Independent House, Hyderabad,Khairatabad Road,2,
800,1000,Furnished,40000,1,Independent House, Hyderabad,Gachibowli,2,
801,700,Unfurnished,10000,1,Independent House, Hyderabad,Malkajgiri,2,
802,1050,Semi-Furnished,16500,1,Independent House, Hyderabad,Bolarum,2,
803,1500,Semi-Furnished,22000,1,Independent House, Hyderabad,Rasoolpura,2,
804,1200,Semi-Furnished,30000,1,Independent House, Hyderabad,Begumpet,2,
805,7500,Unfurnished,260000,5,Independent House, Hyderabad,Banjara Hills,5,
806,6000,Unfurnished,250000,5,Independent House, Hyderabad,Banjara Hills,5,
807,250,Semi-Furnished,8500,1,Independent House, Hyderabad,LB Nagar,1,
808,8000,Semi-Furnished,300000,5,Independent House, Hyderabad,Madhapur,5,
809,6500,Furnished,199000,6,Villa, Hyderabad,Manikonda,8,
810,9000,Unfurnished,280000,7,Independent House, Hyderabad,Jubilee Hills,7,
811,4800,Semi-Furnished,140000,4,Villa, Hyderabad,Hitech City,5,
812,6000,Semi-Furnished,200000,5,Independent House, Hyderabad,Banjara Hills,5,SouthWest facing
813,1800,Semi-Furnished,35500,2,Independent House, Hyderabad,Karkhana,3,
814,1500,Unfurnished,16500,2,Independent House, Hyderabad,Moula Ali,2,
815,6000,Semi-Furnished,300000,6,Independent House, Hyderabad,Banjara Hills,6,
816,400,Semi-Furnished,8000,1,Independent House, Hyderabad,Meerpet,2,
817,500,Unfurnished,9350,1,Studio Apartment, Hyderabad,Kompally,1,
818,2000,Unfurnished,25000,2,Independent House, Hyderabad,Bapu Nagar,3,
819,1000,Semi-Furnished,25000,2,Apartment, Hyderabad,Jubilee Hills,2,
820,500,Unfurnished,7700,1,Independent House, Hyderabad,Hafeezpet,1,
821,1000,Unfurnished,12000,1,Independent House, Hyderabad,Bolarum,2,
822,1100,Semi-Furnished,13300,1,Independent House, Hyderabad,Trimalgherry,2,
823,1100,Unfurnished,11000,1,Independent House, Hyderabad,Kundanpally,2,
824,500,Unfurnished,6600,1,Studio Apartment, Hyderabad,Jeedimetla,1,
825,2200,Semi-Furnished,35000,3,Apartment, Hyderabad,Jubilee Hills,3,East facing
826,1800,Semi-Furnished,22500,2,Independent House, Hyderabad,Manikonda,2,
827,1300,Furnished,60000,2,Independent House, Hyderabad,Gachibowli,3,
828,1150,Semi-Furnished,11000,2,Apartment, Hyderabad,Bolarum,2,
829,1070,Furnished,28000,2,Apartment, Hyderabad,Bandlaguda Jagir,2,
830,1100,Semi-Furnished,18000,2,Apartment, Hyderabad,Begumpet,2,
831,1200,Unfurnished,10700,2,Apartment, Hyderabad,Neeladri Nagar,2,
832,450,Semi-Furnished,7700,1,Studio Apartment, Hyderabad,Hakimpet Hyderabad Karimnagar Highway,1,
833,1000,Semi-Furnished,11000,1,Independent House, Hyderabad,Bolarum,2,
834,1210,Semi-Furnished,17000,2,Apartment, Hyderabad,Sanath Nagar,2,
835,800,Unfurnished,11300,1,Studio Apartment, Hyderabad,Hafeezpet,1,
836,1000,Unfurnished,11000,1,Independent House, Hyderabad,Bolarum,2,
837,2500,Semi-Furnished,33400,2,Independent House, Hyderabad,Hafeezpet,3,
838,600,Unfurnished,8000,1,Apartment, Hyderabad,Yousufguda,1,East facing
839,1250,Semi-Furnished,25000,2,Apartment, Hyderabad,Jubilee Hills,2,West facing
840,1150,Unfurnished,12000,2,Independent Floor, Hyderabad,Nacharam,2,East facing
841,670,Unfurnished,6500,1,Independent Floor, Hyderabad,Uppal,1,
842,1000,Semi-Furnished,10000,2,Apartment, Hyderabad,Bolarum,2,
843,1350,Semi-Furnished,22000,2,Apartment, Hyderabad,Kondapur,2,NorthEast facing
844,800,Semi-Furnished,14000,1,Apartment, Hyderabad,Kondapur,1,NorthEast facing
845,1300,Unfurnished,19000,1,Independent House, Hyderabad,Qutub Shahi Tombs,2,
846,1250,Semi-Furnished,14000,2,Independent Floor, Hyderabad,Ameerpet,2,
847,1000,Unfurnished,16500,1,Independent House, Hyderabad,Bolarum,2,
848,1100,Semi-Furnished,16500,2,Apartment, Hyderabad,Kondapur,2,
849,3000,Furnished,60000,3,Independent Floor, Hyderabad,Jubilee Hills,3,East facing
850,2750,Semi-Furnished,75000,3,Apartment, Hyderabad,Jubilee Hills,3,NorthEast facing
851,1000,Furnished,10000,1,Apartment, Hyderabad,Ayyappa Society,1,
852,5000,Semi-Furnished,199000,4,Villa, Hyderabad,Gandipet,5,West facing
853,4800,Semi-Furnished,160000,4,Villa, Hyderabad,Gachibowli,4,
854,4800,Semi-Furnished,150000,5,Villa, Hyderabad,Gachibowli,6,West facing
855,4600,Semi-Furnished,150000,4,Villa, Hyderabad,Kokapet,4,
856,5000,Semi-Furnished,300000,3,Independent House, Hyderabad,Banjara Hills,3,
857,3000,Semi-Furnished,85000,4,Apartment, Hyderabad,Mehdipatnam,4,
858,2600,Furnished,100000,3,Apartment, Hyderabad,Madhapur,3,
859,1800,Semi-Furnished,60000,3,Apartment, Hyderabad,Kukatpally,3,
860,3150,Semi-Furnished,110000,3,Apartment, Hyderabad,Madhapur,3,
861,5000,Semi-Furnished,250000,4,Villa, Hyderabad,Nanakramguda,6,
862,4070,Semi-Furnished,160000,4,Apartment, Hyderabad,Madhapur,4,
863,2215,Furnished,85000,3,Apartment, Hyderabad,Banjara Hills,3,
864,2600,Semi-Furnished,80000,3,Apartment, Hyderabad,Nanakramguda,3,
865,3000,Semi-Furnished,80000,3,Apartment, Hyderabad,Jubilee Hills,4,
866,3160,Semi-Furnished,75000,3,Apartment, Hyderabad,Madhapur,3,West facing
867,4000,Semi-Furnished,85000,3,Villa, Hyderabad,Kismatpur,5,
868,5000,Semi-Furnished,110000,4,Apartment, Hyderabad,Gachibowli,4,East facing
869,5000,Semi-Furnished,175000,4,Independent House, Hyderabad,Banjara Hills,4,
870,6000,Semi-Furnished,300000,4,Villa, Hyderabad,Gandipet,5,
871,5000,Furnished,250000,4,Villa, Hyderabad,Gachibowli,4,
872,5200,Semi-Furnished,190000,5,Villa, Hyderabad,Narsingi,6,
873,3300,Furnished,100000,3,Apartment, Hyderabad,Nanakramguda,5,East facing
874,3300,Semi-Furnished,55000,3,Villa, Hyderabad,Miyapur,3,West facing
875,7500,Semi-Furnished,290000,4,Villa, Hyderabad,Kokapet,5,
876,3500,Semi-Furnished,125000,3,Independent Floor, Hyderabad,Banjara Hills,3,East facing
877,4000,Semi-Furnished,140000,4,Apartment, Hyderabad,Gachibowli,5,East facing
878,5800,Semi-Furnished,225000,4,Villa, Hyderabad,Gandipet,5,North facing
879,4408,Furnished,130000,4,Apartment, Hyderabad,Gachibowli,6,
880,6000,Semi-Furnished,300000,4,Independent House, Hyderabad,Jubilee Hills,4,South facing
881,3125,Semi-Furnished,90000,3,Apartment, Hyderabad,Jubilee Hills,3,East facing
882,1152,Semi-Furnished,22000,2,Apartment, Hyderabad,Kondapur,2,East facing
883,752,Unfurnished,9500,1,Apartment, Hyderabad,Kondapur,1,North facing
884,752,Unfurnished,8000,1,Apartment, Hyderabad,Kondapur,1,North facing
885,1252,Semi-Furnished,20000,2,Apartment, Hyderabad,Kondapur,2,North facing
886,652,Unfurnished,9000,1,Apartment, Hyderabad,Kondapur,1,East facing
887,1352,Semi-Furnished,25000,2,Apartment, Hyderabad,Kondapur,2,East facing
888,1252,Semi-Furnished,23000,2,Apartment, Hyderabad,Kondapur,2,East facing
889,1880,Semi-Furnished,35000,3,Independent Floor, Hyderabad,West Marredpally,3,East facing
890,1450,Semi-Furnished,25000,2,Apartment, Hyderabad,Mahendra Hills,2,North facing
891,1600,Semi-Furnished,30000,3,Apartment, Hyderabad,East Marredpally,3,East facing
892,1650,Semi-Furnished,35000,3,Apartment, Hyderabad,West Marredpally,3,West facing
893,1150,Semi-Furnished,20000,2,Apartment, Hyderabad,East Marredpally,4,NorthEast facing
894,1150,Semi-Furnished,16000,2,Apartment, Hyderabad,East Marredpally,2,
895,1150,Furnished,25000,2,Apartment, Hyderabad,East Marredpally,2,
896,1950,Semi-Furnished,35000,3,Independent Floor, Hyderabad,Mahendra Hills,3,North facing
897,1650,Semi-Furnished,25000,3,Apartment, Hyderabad,East Marredpally,3,North facing
898,1100,Semi-Furnished,20000,2,Independent House, Hyderabad,Mahendra Hills,2,East facing
899,1350,Semi-Furnished,25000,2,Independent Floor, Hyderabad,East Marredpally,2,East facing
900,3500,Semi-Furnished,85000,3,Independent Floor, Hyderabad,Jubilee Hills,3,
901,5000,Furnished,200000,5,Villa, Hyderabad,Nanakramguda,5,
902,5800,Furnished,350000,4,Independent House, Hyderabad,Jubilee Hills,4,West facing
903,4395,Semi-Furnished,159000,4,Apartment, Hyderabad,Nanakramguda,6,West facing
904,1717,Furnished,9700,3,Apartment, Hyderabad,Gachibowli,1,
905,1200,Furnished,5900,3,Apartment, Hyderabad,Erragadda,1,
906,1000,Furnished,4600,2,Apartment, Hyderabad,Begumpet,1,
907,1200,Furnished,5000,3,Apartment, Hyderabad,Uppal,1,
908,1400,Furnished,6000,3,Apartment, Hyderabad,Kukatpally,1,
909,1600,Furnished,9050,2,Apartment, Hyderabad,Gopanapalli,1,
910,850,Semi-Furnished,5150,2,Apartment, Hyderabad,Banjara Hills,1,
911,2000,Furnished,8000,3,Independent House, Hyderabad,Jubilee Hills,1,
912,1500,Furnished,6000,3,Apartment, Hyderabad,Kukatpally,1,
913,1100,Furnished,4400,2,Apartment, Hyderabad,Bapu Nagar,1,
914,1150,Furnished,7000,2,Apartment, Hyderabad,Begumpet,1,
915,900,Furnished,5000,2,Apartment, Hyderabad,Kukatpally,1,
916,1600,Furnished,12350,3,Apartment, Hyderabad,Mehdipatnam,,
917,1300,Furnished,5500,3,Apartment, Hyderabad,Yousufguda,,
918,1300,Furnished,7000,3,Apartment, Hyderabad,Khairatabad Road,,
919,1200,Furnished,5000,2,Apartment, Hyderabad,Begumpet,,
920,1100,Furnished,4400,2,Apartment, Hyderabad,Bapu Nagar,1,
921,4070,Semi-Furnished,240000,4,Apartment, Hyderabad,Madhapur,4,
922,1400,Furnished,6200,3,Independent House, Hyderabad,Gachibowli,3,
923,3800,Semi-Furnished,80000,3,Apartment, Hyderabad,Kismatpur,3,
924,1000,Furnished,4800,2,Apartment, Hyderabad,Begumpet,1,
925,1000,Furnished,5850,1,Independent House, Hyderabad,Uppal,1,
926,1400,Furnished,5750,3,Apartment, Hyderabad,Kukatpally,1,
927,1320,Furnished,6300,2,Apartment, Hyderabad,Bairagiguda,,
928,1000,Furnished,5500,3,Apartment, Hyderabad,Madhapur,1,
929,1000,Furnished,5000,3,Independent House, Hyderabad,Begumpet,1,
930,1200,Furnished,6250,3,Independent House, Hyderabad,Punjagutta,2,
931,1200,Furnished,6000,3,Apartment, Hyderabad,Nanakramguda,1,
932,1652,Semi-Furnished,25000,3,Apartment, Hyderabad,Kondapur,3,NorthEast facing
933,752,Semi-Furnished,12000,1,Apartment, Hyderabad,Kondapur,1,
934,1152,Unfurnished,17000,2,Apartment, Hyderabad,Kondapur,2,East facing
935,5000,Furnished,300000,5,Villa, Hyderabad,Shaikpet,6,East facing
936,2500,Semi-Furnished,65000,4,Apartment, Hyderabad,Madhapur,4,West facing
937,2000,Semi-Furnished,30000,2,Independent House, Hyderabad,Madhapur,2,NorthEast facing
938,700,Semi-Furnished,11000,1,Studio Apartment, Hyderabad,Attapur,1,
939,650,Semi-Furnished,10000,1,Studio Apartment, Hyderabad,Attapur,1,
940,1243,Semi-Furnished,15500,2,Apartment, Hyderabad,Nagole,2,
941,1820,Unfurnished,20000,3,Apartment, Hyderabad,Manikonda,3,
942,2600,Furnished,56000,2,Apartment, Hyderabad,Gachibowli,2,
943,1500,Semi-Furnished,12000,3,Apartment, Hyderabad,Pocharam,3,
944,1100,Semi-Furnished,12000,2,Apartment, Hyderabad,Mallampet,2,East facing
945,1757,Furnished,25000,3,Apartment, Hyderabad,Uppal,3,
946,1410,Semi-Furnished,39000,2,Apartment, Hyderabad,Kondapur,2,
947,1410,Semi-Furnished,49000,3,Apartment, Hyderabad,Puppalaguda,2,East facing
948,700,Semi-Furnished,14000,2,Apartment, Hyderabad,Suraram,2,
949,1450,Semi-Furnished,28000,3,Apartment, Hyderabad,Kondapur,2,
950,1700,Unfurnished,16000,3,Independent Floor, Hyderabad,Bowenpally,2,
951,2800,Semi-Furnished,60000,3,Apartment, Hyderabad,Nanakramguda,3,East facing
952,1275,Semi-Furnished,34000,2,Apartment, Hyderabad,Nallagandla Gachibowli,2,
953,1200,Semi-Furnished,8500,2,Independent House, Hyderabad,Bandlaguda Jagir,2,SouthEast facing
954,800,Semi-Furnished,8000,2,Independent Floor, Hyderabad,Boduppal,,
955,1350,Unfurnished,16200,2,Apartment, Hyderabad,Toli Chowki,2,North facing
956,2000,Unfurnished,28000,1,Independent House, Hyderabad,Aminpur,2,
957,1150,Unfurnished,20000,1,Independent House, Hyderabad,Aminpur,2,
958,700,Unfurnished,16700,1,Studio Apartment, Hyderabad,Aminpur,1,
959,700,Unfurnished,16700,1,Studio Apartment, Hyderabad,Aminpur,1,
960,700,Unfurnished,16700,1,Studio Apartment, Hyderabad,Aminpur,1,
961,320,Semi-Furnished,5500,1,Studio Apartment, Hyderabad,Uppal,1,
962,1850,Furnished,30000,3,Apartment, Hyderabad,Gaddi Annaram,3,
963,1700,Semi-Furnished,35000,3,Villa, Hyderabad,Nallagandla Gachibowli,4,East facing
964,460,Unfurnished,5000,1,Studio Apartment, Hyderabad,Nacharam,1,East facing
965,450,Unfurnished,4000,1,Studio Apartment, Hyderabad,Amberpet,1,North facing
966,200,Unfurnished,3500,1,Studio Apartment, Hyderabad,Nacharam,1,West facing
967,250,Unfurnished,3500,1,Studio Apartment, Hyderabad,Amberpet,1,
968,1280,Semi-Furnished,15000,2,Independent Floor, Hyderabad,Habsiguda,2,
969,750,Unfurnished,5500,1,Independent Floor, Hyderabad,Amberpet,1,
970,900,Unfurnished,6500,1,Apartment, Hyderabad,Nacharam,1,East facing
971,550,Unfurnished,7000,1,Independent Floor, Hyderabad,Moosarambagh Road,1,North facing
972,700,Semi-Furnished,7000,1,Independent Floor, Hyderabad,Moosarambagh Road,1,East facing
973,1800,Semi-Furnished,35000,3,Apartment, Hyderabad,West Marredpally,3,East facing
974,1900,Semi-Furnished,33000,3,Apartment, Hyderabad,Madhapur,3,
975,2238,Semi-Furnished,55000,3,Apartment, Hyderabad,Manikonda,3,
976,3500,Semi-Furnished,100000,4,Independent Floor, Hyderabad,Madhapur,3,East facing
977,4000,Semi-Furnished,135000,4,Independent Floor, Hyderabad,Jubilee Hills,5,East facing
978,3430,Furnished,185000,3,Apartment, Hyderabad,Madhapur,4,East facing
979,4500,Furnished,249000,4,Villa, Hyderabad,Kokapet,4,
980,671,Semi-Furnished,12000,1,Apartment, Hyderabad,Ameerpet,1,East facing
981,3200,Semi-Furnished,50000,3,Apartment, Hyderabad,Banjara Hills,3,NorthEast facing
982,641,Semi-Furnished,12000,1,Apartment, Hyderabad,Balakampet,1,
983,690,Unfurnished,7500,1,Independent Floor, Hyderabad,Ramanthapur,1,
984,720,Unfurnished,8000,1,Apartment, Hyderabad,Tarnaka,1,
985,290,Semi-Furnished,5000,1,Studio Apartment, Hyderabad,Nagole,1,
986,2900,Semi-Furnished,30000,3,Villa, Hyderabad,Mokila,3,
987,1800,Semi-Furnished,26000,3,Independent Floor, Hyderabad,Uppal,3,
988,1700,Furnished,28000,3,Apartment, Hyderabad,Dilsukh Nagar,3,East facing
989,1610,Furnished,33000,3,Apartment, Hyderabad,Chandanagar,3,East facing
990,3000,Semi-Furnished,81000,3,Villa, Hyderabad,Banjara Hills,3,NorthEast facing
991,2500,Semi-Furnished,60000,4,Apartment, Hyderabad,Madhapur,3,North facing
992,3500,Furnished,150000,4,Apartment, Hyderabad,Banjara Hills,4,East facing
993,5990,Semi-Furnished,160000,4,Villa, Hyderabad,Kokapet,5,East facing
994,7000,Furnished,200000,6,Independent House, Hyderabad,Begumpet,7,North facing
995,4070,Semi-Furnished,200000,4,Apartment, Hyderabad,Madhapur,4,East facing
996,672,Semi-Furnished,8500,1,Apartment, Hyderabad,Sanjeeva Reddy Nagar,1,East facing
997,592,Semi-Furnished,8300,1,Apartment, Hyderabad,Ameerpet,1,East facing
998,650,Unfurnished,8500,1,Apartment, Hyderabad,Ameerpet,1,West facing
999,589,Semi-Furnished,8018,1,Apartment, Hyderabad,Yousufguda,1,NorthEast facing
